CompanyName,CompanyAlias,CompanyEntityId,Termination_Probability,Risk_Level,Actual_Status
"Girard Advisory Services, LLC",0,649491,0.013659,Low,Active
United Bank Wealth Management,0,627257,0.013659,Low,Active
Corvus Wealth Advisors,0,556235,0.013287172,Low,Active
Corvus Wealth Advisors,0,556235,0.013287172,Low,Active
LBW Insurance & Financial Service,0,570544,0.013211721,Low,Active
OneDigital,0,108439,0.013198865,Low,Active
OneDigital,0,108439,0.013198865,Low,Active
HUB Retirement and Private Wealth,Intercare,669470,0.013037493,Low,Active
"Titan Wealth Advisors, LLC",0,181680,0.012471969,Low,Active
Smith Thornton Advisors,0,614591,0.012237384,Low,Active
Smith Thornton Advisors,0,614591,0.012237384,Low,Active
Troxell Financial,0,613557,0.012118428,Low,Active
Troxell Financial,0,613557,0.012118428,Low,Active
Echelon Group,0,104682,0.012118428,Low,Active
Baird - The Schneck Kelnhofer Group,0,390711,0.011785893,Low,Active
"Sovran Advisors, LLC",0,380030,0.011785893,Low,Active
"Sovran Advisors, LLC",0,380030,0.011785893,Low,Active
"The Financial Resource Center, Inc.",0,129910,0.011785893,Low,Active
The Baldwin Group,0,564707,0.011785893,Low,Active
"The Financial Resource Center, Inc.",0,129910,0.011785893,Low,Active
Witzig Financial Strategies,0,105754,0.011785893,Low,Active
Wells Fargo Advisors Financial Network,0,210900,0.011785893,Low,Active
Trinity Investment Advisors,0,133637,0.011773448,Low,Active
Marcum Wealth,0,649174,0.011773448,Low,Active
"Girard Advisory Services, LLC",0,649491,0.011773448,Low,Active
"Benefits, Inc.",0,484579,0.011773448,Low,Active
Nicolet Retirement Plans,0,656347,0.011750557,Low,Active
OneDigital | Investment Fiduciary Services,0,180252,0.011530535,Low,Active
OneDigital | Investment Fiduciary Services,0,180252,0.011530535,Low,Active
The Strategic Retirement Benefits Group,0,484769,0.011530535,Low,Active
e² Retirement Consulting,0,104699,0.011365137,Low,Active
"TRMSolution, Ltd.",0,135871,0.011365137,Low,Active
AHT,0,123136,0.011248394,Low,Active
Excel Securities & Assoc.,0,239449,0.011248394,Low,Active
"Schneider Downs Wealth Management Advisors, LP",0,103046,0.011248394,Low,Active
Foster Group,0,590534,0.011110874,Low,Active
"Davenport & Company, LLC",0,410163,0.011110874,Low,Active
"Advo(k)ate Advisors, LLC",0,105536,0.010973765,Low,Active
Echelon Group,0,104682,0.010773077,Low,Active
OneDigital,0,108439,0.010710635,Low,Active
Lakeside Financial Partners,0,402066,0.01068635,Low,Active
Abbey Street,0,269580,0.01068635,Low,Active
GBS Retire,GBS Retire,669433,0.010567387,Low,Active
HUB Retirement and Wealth Management,Plan Resource Group,641850,0.010567387,Low,Active
HUB Retirement and Wealth Management,Plan Resource Group,641850,0.010567387,Low,Active
HUB Investment Research Team,HUB Investment Research Team,691158,0.010567387,Low,Active
HUB Investment Research Team,HUB Investment Research Team,691158,0.010567387,Low,Active
GBS Retire,GBS Retire,669433,0.010567387,Low,Active
HUB Retirement and Wealth Management,Aegis,121379,0.010567387,Low,Active
HUB Retirement and Wealth Management cooper,HUB Retirement and Wealth Management WY,658777,0.010567387,Low,Active
HUB Investment Research Team,HUB Investment Research Team,691158,0.010567387,Low,Active
HUB Retirement Select,HUB Retirement Select,669460,0.010567387,Low,Active
HUB Retirement and Wealth Management,Sheridan Road,649450,0.010567387,Low,Active
HUB Retirement and Wealth Management,Aegis,121379,0.010567387,Low,Active
The Olson Group,0,125014,0.010484702,Low,Active
Lutz Financial,0,241530,0.010484702,Low,Active
Nicolet Retirement Plans,0,656347,0.010419862,Low,Active
Nicolet Retirement Plans,0,656347,0.010419862,Low,Active
Phocus Retirement Services,0,260954,0.0103409495,Low,Active
"ISC Group, Inc.",0,391342,0.010269533,Low,Active
"Ancora Retirement Plan Advisors, LLC",0,105429,0.010269533,Low,Active
"Ancora Retirement Plan Advisors, LLC",0,105429,0.010269533,Low,Active
The GB Group at Baird,0,615551,0.010269533,Low,Active
Marietta Wealth Management,0,282822,0.010269533,Low,Active
Veery Capital,0,102676,0.010269533,Low,Active
Brio Benefit Consulting,0,636058,0.010269533,Low,Active
MCM,0,121927,0.010269533,Low,Active
"Crown Risk Management, LLC",0,167270,0.010269533,Low,Active
Integrated Fiduciary Advisory Services,0,647425,0.010269533,Low,Active
"Lindberg & Ripple, Inc.",0,128813,0.010269533,Low,Active
Strategic Retirement Partners,0,101239,0.010269533,Low,Active
Strategic Retirement Partners,0,101239,0.010269533,Low,Active
Sigma Planning Corporation,0,105931,0.010269533,Low,Active
Second Line Capital,0,613755,0.010269533,Low,Active
Marietta Wealth Management,0,282822,0.010269533,Low,Active
"Signature Estate & Investment Advisors, LLC",0,115075,0.010269533,Low,Active
OneDigital,0,106584,0.010269533,Low,Active
Second Line Capital,0,613755,0.010269533,Low,Active
Argent Retirement Plan Advisors,0,109873,0.010269533,Low,Active
Ashwood Financial Partners,0,405298,0.010269533,Low,Active
Arkin | Youngentob – A Division of Risk Strategies,0,103748,0.010269533,Low,Active
Ridgeline Advisors,0,273405,0.010269533,Low,Active
Brio Benefit Consulting,0,636058,0.010269533,Low,Active
Brio Benefit Consulting,0,636058,0.010269533,Low,Active
Pointer Financial Group,0,556109,0.010269533,Low,Active
Colton Groome & Company,0,104469,0.010269533,Low,Active
Retirement Analytics,0,128862,0.010269533,Low,Active
RetireRight,0,314283,0.010269533,Low,Active
Penn Advisors Financial Resources,0,102681,0.010269533,Low,Active
"Crown Risk Management, LLC",0,167270,0.010269533,Low,Active
USI Consulting Group,0,116288,0.01024101,Low,Active
USI Consulting Group,0,116288,0.01024101,Low,Active
OneGroup Retirement Advisors,0,678330,0.010217601,Low,Active
EmVision Capital Advisors,0,195663,0.010217601,Low,Active
EmVision Capital Advisors,0,195663,0.010217601,Low,Active
Marietta Wealth Management,0,282822,0.01020916,Low,Active
Latus Group,0,109416,0.01020916,Low,Active
Evolve Advisor Group,0,164987,0.01020916,Low,Active
EverThrive Financial Group,0,109048,0.01020916,Low,Active
THG Retirement Solutions,0,648319,0.01020916,Low,Active
Three Bell Capital LLC,0,207449,0.010110874,Low,Active
Three Bell Capital LLC,0,207449,0.010110874,Low,Active
The Christensen Group,0,103273,0.010110874,Low,Active
RBJ Wealth Management,0,330268,0.010006261,Low,Active
"Polaris Advisors, LLC",0,140017,0.010006261,Low,Active
Sandra Gehler,0,390591,0.009899278,Low,Active
Strategic Retirement Partners,0,242326,0.009811809,Low,Active
Strategic Retirement Partners,0,242326,0.009811809,Low,Active
BPG Wealth Management LLC,0,136871,0.0096689155,Low,Active
Sax Wealth Advisors,0,636645,0.009609761,Low,Active
Robert W. Baird & Co. Incorporated,0,269040,0.009604675,Low,Active
Alan Brookshire,0,271589,0.009499787,Low,Active
Wheeler Retirement Plans LLC,0,190569,0.009499787,Low,Active
MMLIS Default Company,DefaultCompany,330221,0.0091869505,Low,Active
Lutz Financial,0,241530,0.009087484,Low,Active
"J.J. Swanson Advisory Group, Inc.",0,229130,0.009018153,Low,Active
"J.J. Swanson Advisory Group, Inc.",0,229130,0.009018153,Low,Active
"Financial Management Network, Inc.",0,102007,0.009018153,Low,Active
HUB Retirement and Wealth Management- CSI,CSI,124794,0.008972551,Low,Active
HUB Retirement and Wealth Management- CSI,CSI,124794,0.008972551,Low,Active
Spherient Advisors,0,108289,0.008925925,Low,Active
"CFM Advisors, Inc",0,661307,0.008925925,Low,Active
Wheeler Retirement Plans LLC,0,190569,0.008925925,Low,Active
"CFM Advisors, Inc",0,661307,0.008925925,Low,Active
"Kolinsky Wealth Management, LLC.",0,113195,0.008925925,Low,Active
Saiph Capital,0,503804,0.008925925,Low,Active
"Retirement Fiduciary Group, LLC",0,119726,0.008911839,Low,Active
"Retirement Fiduciary Group, LLC",0,119726,0.008911839,Low,Active
Benefit Management Specialists,0,107297,0.008911839,Low,Active
Innovia Wealth,0,449341,0.008778047,Low,Active
Paul M Sinaly,0,405818,0.008622206,Low,Active
"CFM Advisors, Inc",0,661307,0.00844591,Low,Active
Accelerate Retirement- Lloyd Engleman,0,535288,0.00844591,Low,Active
GBS Retire,GBS Retire,669433,0.008321628,Low,Active
HUB Retirement and Wealth Management cooper,HUB Retirement and Wealth Management WY,658777,0.008321628,Low,Active
HUB Retirement & Wealth Management,Jordan Wood,696143,0.008321628,Low,Active
HUB Retirement and Wealth Management,Garnett Retirement Group,643146,0.008321628,Low,Active
HUB Retirement and Wealth Management cooper,HUB Retirement and Wealth Management WY,658777,0.008321628,Low,Active
Oakbourne Advisors,0,431152,0.0078124395,Low,Active
TRG Retirement Plan Consultants,0,103409,0.0078124395,Low,Active
TRG Retirement Plan Consultants,0,103409,0.0078124395,Low,Active
Bryson Financial,0,761239,0.0077920193,Low,Active
Bryson Financial,0,761239,0.0077920193,Low,Active
CGI Wealth Management/Commonwealth,0,548717,0.0077827787,Low,Active
Verity Asset Management,0,105922,0.007659203,Low,Active
StarkMiller FBG,0,695400,0.0076275524,Low,Active
Retirement Plan Consulting Group,0,340236,0.0075935987,Low,Active
Retirement Plan Consulting Group,0,340236,0.0075935987,Low,Active
HUB Retirement and Wealth Management,Spectra Management,659336,0.0074692504,Low,Active
Baird,0,563768,0.007343987,Low,Active
"Intelligence Driven Advisers, LLC.",0,102369,0.007343987,Low,Active
Fermata Advisors,0,640603,0.007343987,Low,Active
Baird,0,563768,0.007343987,Low,Active
Stonebridge Financial Group,0,381107,0.0073314416,Low,Active
Webber Advisors,0,569317,0.007217858,Low,Active
Henderson Brothers Financial Partners,0,485993,0.0071048867,Low,Active
Cable Hill Partners,0,212446,0.0071048867,Low,Active
Henderson Brothers Financial Partners,0,485993,0.0071048867,Low,Active
"Crown Risk Management, LLC",0,167270,0.0071048867,Low,Active
"Beacon Pointe Advisors, LLC",0,733873,0.007073052,Low,Active
Argent Retirement Plan Advisors,0,109873,0.006926308,Low,Active
"Allworth Financial, LP",0,279327,0.0067664944,Low,Active
"Allworth Financial, LP",0,279327,0.0067664944,Low,Active
NFP,0,106855,0.006739638,Low,Active
"Hermitage Wealth Management, Inc.",0,105385,0.0066669225,Low,Active
"Hermitage Wealth Management, Inc.",0,105385,0.0066669225,Low,Active
Paul M Sinaly,0,405818,0.0065587913,Low,Active
Creative Financial Group,0,341102,0.0065587913,Low,Active
"TriBridge Partners, LLC",0,111265,0.0065587913,Low,Active
Regal Financial,0,569864,0.0065587913,Low,Active
Latus Group,0,109416,0.006421111,Low,Active
The Trust Company of Tennessee,0,560000,0.0063658715,Low,Active
The Trust Company of Tennessee,0,560000,0.0063658715,Low,Active
NFP Corp.,0,314174,0.006159694,Low,Active
Integrity Benefit Partners,0,361247,0.005924848,Low,Active
Defined Plan Advisors,0,108605,0.0058689094,Low,Active
Defined Plan Advisors,0,108605,0.0058689094,Low,Active
TrueNorth Companies,0,105070,0.005759766,Low,Active
Webber Advisors,0,569317,0.005759766,Low,Active
EmVision Capital Advisors,0,195663,0.005759766,Low,Active
TrueNorth Companies,0,105070,0.005759766,Low,Active
Integrity Benefit Partners,0,361247,0.0057285954,Low,Active
HUB Retirement and Private Wealth,Robert DeValle,662550,0.0056017353,Low,Active
Corvus Wealth Advisors,0,556235,0.005569946,Low,Active
Deschutes Investment Consulting LLC,0,119990,0.00552964,Low,Active
Nicklas Financial Companies,0,109660,0.00552964,Low,Active
Deschutes Investment Consulting LLC,0,119990,0.00552964,Low,Active
"Higginbotham Executive Benefits, LLC",0,111343,0.00552964,Low,Active
Three Cord True Wealth Management,0,460187,0.005495747,Low,Active
Rehmann Wealth,0,109906,0.0054741944,Low,Active
Rehmann Wealth,0,109906,0.0054741944,Low,Active
The Christensen Group,0,103273,0.005344797,Low,Active
The Christensen Group,0,103273,0.005344797,Low,Active
OneDigital,0,108439,0.005336261,Low,Active
HUB Retirement and Wealth Management,AFS 401k Retirement Services,103640,0.0053025135,Low,Active
HUB Retirement and Wealth Management,AFS 401k Retirement Services,103640,0.0053025135,Low,Active
Advizrs,0,103612,0.0053025135,Low,Active
"Michigan Planners Retirement Services, Inc.",0,229224,0.005300537,Low,Active
"Michigan Planners Retirement Services, Inc.",0,229224,0.005300537,Low,Active
Bolotin Financial Group,0,331318,0.005119742,Low,Active
American Wealth Partners,0,730441,0.0050526722,Low,Active
"Michigan Planners Retirement Services, Inc.",0,229224,0.0050526722,Low,Active
"Fiduciary Advisors, LLC",0,157792,0.0050421143,Low,Active
"Kovitz Investment Group Partners, LLC",0,103248,0.0050421143,Low,Active
"NFP Retirement Services, Mid-Atlantic Region",0,109453,0.0050378223,Low,Active
Ironshore Financial,0,724985,0.0050088395,Low,Active
Kaye Capital Management,0,405002,0.0050088395,Low,Active
"Kovitz Investment Group Partners, LLC",0,103248,0.0050088395,Low,Active
Retirement Advocates,0,391598,0.0050088395,Low,Active
"Cedar Mountain Advisors, LLC",0,414723,0.0050088395,Low,Active
Integrated Fiduciary Advisory Services,0,647425,0.0050088395,Low,Active
Pointer Financial Group,0,556109,0.0050088395,Low,Active
Ipswich Bay Advisors,0,217675,0.0050088395,Low,Active
Colton Groome & Company,0,104469,0.0050088395,Low,Active
"Cedar Mountain Advisors, LLC",0,414723,0.0050088395,Low,Active
Wellspring Financial Partners,0,107501,0.0050088395,Low,Active
"Wealth Advisory Group, Inc.",0,110826,0.0050088395,Low,Active
Accelerate Retirement- Lloyd Engleman,0,535288,0.0050088395,Low,Active
Equanimity Wealth Management,0,364974,0.0050088395,Low,Active
"Cedar Mountain Advisors, LLC",0,414723,0.0050088395,Low,Active
"Spay & Associates, Inc.",0,117559,0.0050088395,Low,Active
Brio Benefit Consulting,0,636058,0.0050088395,Low,Active
"Strategic Wealth Endeavor, Inc.",0,539452,0.0050088395,Low,Active
Integrated Fiduciary Advisory Services,0,647425,0.0050088395,Low,Active
Accelerate Retirement- Lloyd Engleman,0,535288,0.0050088395,Low,Active
Spherient Advisors,0,108289,0.0050088395,Low,Active
Second Line Capital,0,613755,0.0050088395,Low,Active
Baird - The Schneck Kelnhofer Group,0,390711,0.0050088395,Low,Active
"Signature Estate & Investment Advisors, LLC",0,115075,0.0050088395,Low,Active
"Kovitz Investment Group Partners, LLC",0,103248,0.0050088395,Low,Active
"Signature Estate & Investment Advisors, LLC",0,115075,0.0050088395,Low,Active
"Ancora Retirement Plan Advisors, LLC",0,105429,0.0050088395,Low,Active
Valiant Retire Inc.,0,507648,0.0050088395,Low,Terminated
NewSquare Capital,0,161231,0.0050088395,Low,Active
Professional Planning & Wealth,0,437874,0.004993501,Low,Active
KerberRose,0,116417,0.0049706413,Low,Active
USI Consulting Group,0,116288,0.004954521,Low,Active
MAI Retirement,0,107531,0.0049506817,Low,Active
Trinity Retirement Solutions,0,564780,0.0049328287,Low,Active
The Jaskol Group,0,467670,0.0049328287,Low,Active
"Financial Management Network, Inc.",0,102007,0.0048910957,Low,Active
HUB Retirement and Wealth Management,Aegis,121379,0.0048257313,Low,Active
"TRMSolution, Ltd.",0,135871,0.0048164013,Low,Active
Schwartz & Co Investment Advisors,0,731390,0.0048164013,Low,Active
Trinity Investment Advisors,0,133637,0.0048164013,Low,Active
Schwartz & Co Investment Advisors,0,731390,0.0048164013,Low,Active
DS Investment Advisors,0,433463,0.0048164013,Low,Active
Mueller 401k Consulting LLC,0,660004,0.0048164013,Low,Active
"TRMSolution, Ltd.",0,135871,0.0048164013,Low,Active
Michele Medugno - Voya Financial Advisors,0,252290,0.0047987476,Low,Active
FCG Investment Company,0,104734,0.00473978,Low,Active
"401(k) & 403(b) Fiduciary Advisors, Inc.",0,101515,0.00473978,Low,Active
"Higginbotham Executive Benefits, LLC",0,111343,0.00473978,Low,Active
"Lineweaver Financial Group, Inc.",0,381111,0.00473978,Low,Active
Savant Wealth Management,0,335082,0.00473978,Low,Active
Sigma Planning Corporation,0,105931,0.00473978,Low,Active
"Lineweaver Financial Group, Inc.",0,381111,0.00473978,Low,Active
Innovia Wealth,0,449341,0.00473978,Low,Active
"Moneco Advisors, LLC.",0,109571,0.00473978,Low,Active
Strategic Retirement Partners,0,101239,0.00473978,Low,Active
Morgan Planning Group,0,348579,0.00473978,Low,Active
"401(k) & 403(b) Fiduciary Advisors, Inc.",0,101515,0.00473978,Low,Active
Carlson Retirement Plan Services,0,650068,0.00473978,Low,Active
Duncan Williams Asset Management,0,663798,0.00473978,Low,Active
Fiduciary Pension Partners,0,102164,0.00473978,Low,Active
"CFM Advisors, Inc",0,661307,0.00473978,Low,Active
OneDigital Investment Advisors LLC,0,232089,0.00473978,Low,Active
"Signature Estate & Investment Advisors, LLC",0,115075,0.00473978,Low,Active
TRG Retirement Plan Consultants,0,103409,0.00473978,Low,Active
Robert W. Baird & Co. Incorporated *,0,409561,0.00473978,Low,Active
Curi RMB Capital,0,106803,0.00473978,Low,Active
"Allworth Financial, LP",0,279327,0.0047164643,Low,Active
DC Retirement Strategies,0,210179,0.004685697,Low,Active
"CFS Investment Advisory Services, L.L.C.",0,108500,0.004685697,Low,Active
MCF Institutional,0,109544,0.004675483,Low,Active
"Ivy Wealth Management, Inc",0,471678,0.004675483,Low,Active
"Weiner Benefits Group, LLC",0,484118,0.00464938,Low,Active
"Weiner Benefits Group, LLC",0,484118,0.00464938,Low,Active
"Charles Stephen and Company, Inc.",0,175529,0.004627763,Low,Active
"Charles Stephen and Company, Inc.",0,175529,0.004627763,Low,Active
RKL Wealth Management LLC,0,388797,0.004595425,Low,Active
"Chappelle Consulting Group, Inc.",0,104275,0.004595425,Low,Active
"Lau & Lau Associates, LLC",0,330783,0.004439711,Low,Active
MML INVESTORS SERVICES,0,110100,0.004439711,Low,Active
Legacy Retirement Plan Services,0,549614,0.004265951,Low,Active
Legacy Retirement Plan Services,0,549614,0.004265951,Low,Active
Planit 401k,Planit Financial LLC,656242,0.004254415,Low,Active
"TrueWealth Advisors, LLC",0,757693,0.004254415,Low,Active
AHT,0,123136,0.0041921516,Low,Active
Equanimity Wealth Management,0,364974,0.004086864,Low,Active
Alegria Asset Management,0,129811,0.004068505,Low,Active
ERSI Wealth Management,0,557817,0.004068505,Low,Active
ERSI Wealth Management,0,557817,0.004068505,Low,Active
Osaic Employer Plan Consulting,0,268851,0.004020912,Low,Active
Stonebridge Financial Group,0,381107,0.004020912,Low,Active
Sigma Planning Corporation,0,105931,0.0038967638,Low,Active
Park Capital Management,0,285638,0.0038967638,Low,Active
FinTrust Capital Advisors,0,259515,0.0038967638,Low,Active
Arista Consulting Group,0,618306,0.0038967638,Low,Active
Sigma Planning Corporation,0,105931,0.0038967638,Low,Active
Alera Investment Advisors,0,250787,0.0038849805,Low,Active
401(k) & 403(b) Fiduciary Advisors,0,102416,0.0038089354,Low,Active
Benefit Management Specialists,0,107297,0.0037803433,Low,Active
Vista Partners of Baird,0,272844,0.0037776525,Low,Active
Equitable Advisors,0,105617,0.003690596,Low,Active
Bolotin Financial Group,0,331318,0.0036664456,Low,Active
Bolotin Financial Group,0,331318,0.0036664456,Low,Active
"Allworth Financial, LP",0,279327,0.003654094,Low,Active
Carson Wealth,0,262366,0.003654094,Low,Active
McClone Retirement Advisors,0,218773,0.003654094,Low,Active
McClone Retirement Advisors,0,218773,0.003654094,Low,Active
"Titan Wealth Advisors, LLC",0,181680,0.003654094,Low,Active
"Titan Wealth Advisors, LLC",0,181680,0.003654094,Low,Active
"Signature Financial Partners, LLC",0,117439,0.0036151973,Low,Active
"MC2 Wealth Solutions, LLC",0,377727,0.0036151973,Low,Active
"Cornerstone Wealth Advisory & Insurance Services, LLC",0,247585,0.0036151973,Low,Active
"Scissortail Executive Advisors, LLC",0,595162,0.0035694134,Low,Active
HUB Retirement and Wealth Management,Spectra Management,659336,0.003461556,Low,Active
HUB Retirement and Wealth Management,Spectra Management,659336,0.003461556,Low,Active
HUB Retirement and Wealth Management,Plan Resource Group,641850,0.003461556,Low,Active
HUB Retirement and Wealth Management,Garnett Retirement Group,643146,0.003461556,Low,Active
Edward Jones Home Office,0,769177,0.0034611796,Low,Active
Edward Jones Home Office,0,769177,0.0034611796,Low,Active
HUB Investment Research Team,HUB Investment Research Team,691158,0.003425965,Low,Active
HUB Retirement and Wealth Management,BLS,344942,0.003425965,Low,Active
HUB Retirement and Wealth Management- CSI,CSI,124794,0.003382968,Low,Active
"Chappelle Consulting Group, Inc.",0,104275,0.003347299,Low,Active
Collective Advisors,0,102996,0.003347299,Low,Active
RiversEdge Advisors,0,395082,0.003347299,Low,Active
Alera Group,Wilson Albers,304312,0.0033427828,Low,Active
Alera Group,Wilson Albers,304312,0.0033427828,Low,Active
"Titan Wealth Advisors, LLC",0,181680,0.0033293525,Low,Active
The Waterford Group,0,386685,0.0033293525,Low,Active
"NFP CA Insurance Services, Inc.   ",Pleasant Hill,103863,0.0032638747,Low,Active
Risk Strategies Company,0,349141,0.0032385082,Low,Active
Risk Strategies Company,0,349141,0.0032385082,Low,Active
OneDigital,0,303703,0.0031642686,Low,Active
"Crown Risk Management, LLC",0,167270,0.0031526093,Low,Active
"Polaris Advisors, LLC",0,140017,0.0031526093,Low,Active
Montoya Financial Strategies,0,118328,0.0031526093,Low,Active
"Polaris Advisors, LLC",0,140017,0.0031526093,Low,Active
Montoya Financial Strategies,0,118328,0.0031526093,Low,Active
Strategic Financial Solutions,0,110328,0.0030999784,Low,Active
TrueNorth Companies,0,105070,0.0030909893,Low,Active
Accelerate Retirement – Jared Shaft,0,735166,0.003047938,Low,Active
"TRMSolution, Ltd.",0,135871,0.003047938,Low,Active
USI Consulting Group,0,116288,0.0030218456,Low,Active
USI Consulting Group,0,116288,0.0030218456,Low,Active
Equitable Advisors,0,105617,0.0029929,Low,Active
HUB Retirement and Wealth Management,Epstein Financial,101889,0.0029705877,Low,Active
"Paradigm Consulting, Inc.",0,109755,0.0029688848,Low,Active
Accelerate Retirement- Phil Matheson,0,535566,0.002963095,Low,Active
Troxell Financial,0,613557,0.0029058314,Low,Active
Abbey Street,0,269580,0.0029058314,Low,Active
DSB Rock Island Wealth Management,0,243933,0.0029058314,Low,Active
Lakeside Financial Partners,0,402066,0.0029058314,Low,Active
Innovia Wealth,0,449341,0.0029058314,Low,Active
"Broadstone Advisors, LLC",0,376673,0.0027710157,Low,Active
Michele Medugno - Voya Financial Advisors,0,252290,0.0027093287,Low,Active
"Vantage Financial Group, Inc.",0,122161,0.0026414115,Low,Active
"Vantage Financial Group, Inc.",0,122161,0.0026414115,Low,Active
Benefit Management Specialists,0,107297,0.0026396096,Low,Active
CG Financial Services,0,104133,0.0026037474,Low,Active
HUB Retirement and Private Wealth,IBG,669465,0.0025905764,Low,Active
"Chappelle Consulting Group, Inc.",0,104275,0.0025897524,Low,Active
Echelon Group,0,104682,0.0025897524,Low,Active
Cadence Financial Management,0,332106,0.0025565908,Low,Active
Cadence Financial Management,0,332106,0.0025565908,Low,Active
Arista Consulting Group,0,618306,0.0025244253,Low,Active
Integrity Benefit Partners,0,361247,0.0024869249,Low,Active
Langan Financial Group,0,669117,0.002481959,Low,Active
Langan Financial Group,0,669117,0.002481959,Low,Active
DJM Financial,0,470870,0.0024593112,Low,Active
The Trust Company of Tennessee,0,560000,0.0024593112,Low,Active
The Trust Company of Tennessee,0,560000,0.0024593112,Low,Active
Beneco,0,202868,0.0024401522,Low,Active
Retirement Solution Group,0,733965,0.0024336237,Low,Active
HUB Retirement and Wealth Management,Raffa Retirement Services,669550,0.0024336237,Low,Active
Retirement Solution Group,0,733965,0.0024336237,Low,Active
"ProEast Asset Management, LLC",0,371533,0.0024267707,Low,Active
BCG 401(k) Advisors,0,620474,0.0024223041,Low,Active
HUB Retirement Select,HUB Retirement Select,669460,0.0024209253,Low,Active
"Valmark Advisers, Inc.",0,264571,0.0024143416,Low,Active
Strategic Retirement Partners,0,103704,0.0024143416,Low,Active
"Charles Stephen and Company, Inc.",0,175529,0.0024090975,Low,Active
Ellsworth Advisors,0,260303,0.0024023787,Low,Active
"Capstone Private Wealth, LLC.",0,101759,0.0024023787,Low,Active
Stonebridge Financial Group,0,302192,0.0024023787,Low,Active
AGW Capital Advisors,0,101580,0.0023838799,Low,Active
Trinity Retirement Solutions,0,564780,0.00237193,Low,Active
Ivy Wealth Management,0,471327,0.002365693,Low,Active
Abbey Street,0,269580,0.002357596,Low,Active
HUB Retirement and Private Wealth,Robert DeValle,662550,0.0023547816,Low,Active
Robert W. Baird & Co. Incorporated,0,269040,0.0023389626,Low,Active
"Beacon Pointe Advisors, LLC",0,733873,0.0023389626,Low,Active
"Beacon Pointe Advisors, LLC",0,733873,0.0023389626,Low,Active
Robert W. Baird & Co. Incorporated,0,269040,0.0023389626,Low,Active
Head Investment Partners,0,432123,0.002296526,Low,Active
New Aspect Financial Services,0,632661,0.0022958226,Low,Active
Ferrito & O’Gormon Financial Group,0,651607,0.0022958226,Low,Active
New Aspect Financial Services,0,632661,0.0022958226,Low,Active
Sikich Financial,0,124477,0.0022958226,Low,Active
Centinel Financial,0,561953,0.0022958226,Low,Active
"TriBridge Partners, LLC",0,111265,0.0022588207,Low,Active
"TriBridge Partners, LLC",0,111265,0.0022588207,Low,Active
HUB Retirement and Wealth Management,GRP Financial California,666972,0.0022375847,Low,Active
HUB Retirement and Wealth Management,GRP Financial California,666972,0.0022375847,Low,Active
HUB Retirement and Wealth Management,GRP Financial California,666972,0.0022375847,Low,Active
HUB Retirement and Wealth Management,GRP Financial California,666972,0.0022375847,Low,Active
HUB Retirement and Wealth Management,GRP Financial California,666972,0.0022375847,Low,Active
Risk Strategies Company,0,349141,0.0022153512,Low,Active
HUB Retirement and Wealth Management,401k Advisors,650527,0.0022143945,Low,Active
HUB Retirement and Wealth Management,Spectra Management,659336,0.0022143945,Low,Active
HUB Retirement and Wealth Management,Spectra Management,659336,0.0022143945,Low,Active
HUB Retirement and Wealth Management,Conover Capital,126912,0.0022143945,Low,Active
HUB Retirement and Wealth Management,Fiducia Group,641820,0.0022143945,Low,Active
HUB Retirement and Wealth Management,Conover Capital,126912,0.0022143945,Low,Active
HUB Retirement and Private Wealth,Robert DeValle,662550,0.0022143945,Low,Active
GBS Retire,GBS Retire,669433,0.0022143945,Low,Active
Sax Wealth Advisors,0,636645,0.002207142,Low,Active
Ellsworth Advisors,0,260303,0.002159065,Low,Active
Ellsworth Advisors,0,260303,0.002159065,Low,Active
HORAN Wealth,0,117340,0.002159065,Low,Active
intellicents investment solutions,0,559989,0.0021521337,Low,Active
intellicents investment solutions,0,559989,0.0021521337,Low,Active
NFP,0,106855,0.002106089,Low,Active
Stephens | Heffner Financial Partners,0,560337,0.0020860962,Low,Active
Stephens | Heffner Financial Partners,0,560337,0.0020860962,Low,Active
Watson Capital,Watson Capital,611696,0.0020813646,Low,Active
Watson Capital,Watson Capital,611696,0.0020813646,Low,Active
DSB Rock Island Wealth Management,0,243933,0.0020743604,Low,Active
Stonebridge Financial Group,0,302192,0.0020743604,Low,Active
"Intelligence Driven Advisers, LLC.",0,102369,0.0020743604,Low,Active
The Baldwin Group,0,105949,0.0020552306,Low,Active
The Baldwin Group,0,105949,0.0020552306,Low,Active
Stephens | Heffner Financial Partners,0,560337,0.0019694376,Low,Active
Montoya Financial Strategies,0,118328,0.0019694376,Low,Active
"CFS Investment Advisory Services, L.L.C.",0,108500,0.0019694376,Low,Active
Watson Capital,Watson Capital,611696,0.0019507656,Low,Active
"BHS Insurance Agency, Inc.",0,103946,0.0019444015,Low,Active
HUB Retirement and Wealth Management,Alpha Pension,669354,0.0019444015,Low,Active
"Retirement & Benefit Partners, Inc.",0,734044,0.0019444015,Low,Active
HUB Retirement and Wealth Management,WealthPlan Advisors,662556,0.0019444015,Low,Active
"Retirement & Benefit Partners, Inc.",0,734044,0.0019444015,Low,Active
"BHS Insurance Agency, Inc.",0,103946,0.0019444015,Low,Active
"Comprehensive Financial Associates, Inc.",0,101869,0.0019442915,Low,Active
